year,cloud-provider,cloud-region,cfe-region,em-zone-id,wt-region-id,location,geolocation,pue
2024,Microsoft Azure,southeastasiastage,Singapore,SG,SGP,Singapore,"1.3,103.8",1.405
2024,Microsoft Azure,brazilus,Brazil,BR-CS,BRA,Brazil,"-3.45,-68.95",1.700
2024,Microsoft Azure,eastusstg,PJM,US-MIDA-PJM,PJM_SOUTHWEST_OH,US East (Ohio),,1.700
2024,Microsoft Azure,northcentralus,ERCOT,US-TEX-ERCO,ERCOT_NORTHCENTRAL,Dallas,"44.9221,-123.313 ",1.700
2024,Microsoft Azure,westus,CAISO,US-CAL-CISO,CAISO_NORTH,US West (N. California),"34.0497,-118.1326 ",1.700
2024,Microsoft Azure,japanwest,Tokyo,JP-TK,JP_TK,Tokyo,"35.6897,139.692",1.405
2024,Microsoft Azure,jioindiawest,India,,IND,Asia Pacific (Hyderabad),"17.385,78.4867 ",1.405
2024,Microsoft Azure,eastus2euap,PJM,US-MIDA-PJM,PJM_SOUTHWEST_OH,US East (Ohio),"39.8689,-84.3292 ",1.700
2024,Microsoft Azure,westcentralus,CAISO,US-CAL-CISO,CAISO_NORTH,US West (N. California),"34.0497,-118.1326 ",1.700
2024,Microsoft Azure,southafricawest,South Africa,ZA,ZA,Africa (Cape Town),"-33.9253,18.4239 ",1.185
2024,Microsoft Azure,australiacentral,Victoria,AUS-VIC,NEM_VIC,Asia Pacific (Melbourne),"-37.8142,144.963",1.405
2024,Microsoft Azure,australiacentral2,Victoria,AUS-VIC,NEM_VIC,Asia Pacific (Melbourne),"-37.8142,144.963",1.405
2024,Microsoft Azure,australiasoutheast,Victoria,AUS-VIC,NEM_VIC,Asia Pacific (Melbourne),"-37.8142,144.963",1.405
2024,Microsoft Azure,jioindiacentral,India,,IND,Asia Pacific (Hyderabad),"17.385,78.4867 ",1.405
2024,Microsoft Azure,koreasouth,South Korea,KR,KOR,Seoul,"37.56,126.99",1.405
2024,Microsoft Azure,southindia,India,,IND,Asia Pacific (Hyderabad),"17.385,78.4867 ",1.405
2024,Microsoft Azure,westindia,India,,IND,Asia Pacific (Hyderabad),"17.385,78.4867 ",1.405
2024,Microsoft Azure,canadaeast,Quebec,CA-QC,HQ,Canada (Central),"45.5089,-73.5617",1.700
2024,Microsoft Azure,francesouth,France,FR,FR,Paris,"48.8567,2.3522",1.185
2024,Microsoft Azure,germanynorth,Germany,DE,DE,Europe (Frankfurt),"50.1106,8.6822",1.185
2024,Microsoft Azure,norwaywest,Norway,NO,NO,Europe(Bergen),"60.3894,5.33 ",1.185
2024,Microsoft Azure,switzerlandwest,Switzerland,CH,CH,Europe (Zurich),"47.3744,8.5411",1.185
2024,Microsoft Azure,ukwest,Great Britain,GB,UK,London,"51.726,-0.3",1.185
2024,Microsoft Azure,uaecentral,UAE,AE,AE,Middle East (UAE),"25.2631,55.2972 ",1.185
2024,Microsoft Azure,brazilsoutheast,Brazil,BR-CS,BRA,Brazil,"-3.45,-68.95",1.700
2021,Google Cloud,asia-east1,Taiwan,TW,TW,Taiwan,"25.0375,121.5625",1.100
2021,Google Cloud,asia-east2,Hong Kong,HK,HK,Hong Kong,"22.3,114.2",1.100
2021,Google Cloud,asia-northeast1,Tokyo,JP-TK,JP_TK,Tokyo,"35.6897,139.692",1.100
